# cave/mines tile set

img=tileset_cave.png

tile=16,0,0,128,64,64,32
tile=17,128,0,128,64,64,32
tile=18,256,0,128,64,64,32
tile=19,384,0,128,64,64,32
tile=20,512,0,128,64,64,32
tile=21,640,0,128,64,64,32
tile=22,768,0,128,64,64,32
tile=23,896,0,128,64,64,32
tile=24,1024,0,128,64,64,32
tile=25,1152,0,128,64,64,32
tile=26,1280,0,128,64,64,32
tile=27,1408,0,128,64,64,32
tile=28,1536,0,128,64,64,32
tile=29,1664,0,128,64,64,32
tile=30,1792,0,128,64,64,32
tile=31,1920,0,128,64,64,32

tile=32,0,64,128,64,64,32
tile=33,128,64,128,64,64,32
tile=34,256,64,128,64,64,32
tile=35,384,64,128,64,64,32
tile=36,512,64,128,64,64,32
tile=37,640,64,128,64,64,32
tile=38,768,64,128,64,64,32
tile=39,896,64,128,64,64,32
tile=40,1024,64,128,64,64,32
tile=41,1152,64,128,64,64,32
tile=42,1280,64,128,64,64,32
tile=43,1408,64,128,64,64,32
tile=44,1536,64,128,64,64,32
tile=45,1664,64,128,64,64,32
tile=46,1792,64,128,64,64,32
tile=47,1920,64,128,64,64,32

tile=48,0,128,128,64,64,32
tile=49,128,128,128,64,64,32
tile=50,256,128,128,64,64,32
tile=51,384,128,128,64,64,32
tile=52,512,128,128,64,64,32
tile=53,640,128,128,64,64,32
tile=54,768,128,128,64,64,32
tile=55,896,128,128,64,64,32
tile=56,1024,128,128,64,64,32
tile=57,1152,128,128,64,64,32

tile=64,0,256,128,256,64,224
tile=65,128,256,128,256,64,224
tile=66,256,256,128,256,64,224
tile=67,384,256,128,256,64,224
tile=68,512,256,128,256,64,224
tile=69,640,256,128,256,64,224
tile=70,768,256,128,256,64,224
tile=71,896,256,128,256,64,224
tile=72,1024,256,128,256,64,224
tile=73,1152,256,128,256,64,224
tile=74,1280,256,128,256,64,224
tile=75,1408,256,128,256,64,224
tile=76,1536,256,128,256,64,224
tile=77,1664,256,128,256,64,224
tile=78,1792,256,128,256,64,224
tile=79,1920,256,128,256,64,224

tile=80,0,512,128,256,64,224
tile=81,128,512,128,256,64,224
tile=82,256,512,128,256,64,224
tile=83,384,512,128,256,64,224
tile=84,512,512,128,256,64,224
tile=85,640,512,128,256,64,224
tile=86,768,512,128,256,64,224
tile=87,896,512,128,256,64,224

tile=96,0,768,128,256,64,224
tile=97,128,768,128,256,64,224
tile=98,256,768,128,256,64,224
tile=99,384,768,128,256,64,224
tile=100,512,768,128,256,64,224
tile=101,640,768,128,256,64,224
tile=102,768,768,128,256,64,224
tile=103,896,768,128,256,64,224
tile=104,1024,768,128,256,64,224
tile=105,1152,768,128,256,64,224
tile=106,1280,768,128,256,64,224
tile=107,1408,768,128,256,64,224
tile=108,1536,768,128,256,64,224
tile=109,1664,768,128,256,64,224
tile=110,1792,768,128,256,64,224
tile=111,1920,768,128,256,64,224

tile=112,0,1024,128,256,64,224
tile=113,128,1024,128,256,64,224
tile=114,256,1024,128,256,64,224
tile=115,384,1024,128,256,64,224

tile=128,0,1280,128,128,64,96
tile=129,128,1280,128,128,64,96
tile=130,256,1280,128,128,64,96
tile=131,384,1280,128,128,64,96
tile=132,512,1280,128,128,64,96
tile=133,640,1280,128,128,64,96
tile=134,768,1280,128,128,64,96
tile=135,896,1280,128,128,64,96

tile=144,0,1408,128,256,64,224
tile=145,128,1408,128,256,64,224
tile=146,256,1408,128,256,64,224
tile=147,384,1408,128,256,64,224
tile=148,512,1408,128,256,64,224
tile=149,640,1408,128,256,64,224
tile=150,768,1408,128,256,64,224
tile=151,896,1408,128,256,64,224
tile=152,1024,1408,128,256,64,224
tile=153,1152,1408,128,256,64,224
tile=154,1280,1408,128,256,64,224
tile=155,1408,1408,128,256,64,224
tile=156,1536,1408,128,256,64,224
tile=157,1664,1408,128,256,64,224
tile=158,1792,1408,128,256,64,224
tile=159,1920,1408,128,256,64,224

tile=160,1536,1408,128,128,64,96
tile=161,1664,1408,128,128,64,96
tile=162,1792,1408,128,128,64,96
tile=163,1920,1408,128,128,64,96

tile=176,1536,1536,128,128,64,96
tile=177,1664,1536,128,128,64,96
tile=178,1792,1536,128,128,64,96
tile=179,1920,1536,128,128,64,96

tile=192,0,1664,128,96,64,32
tile=193,128,1664,128,96,64,32
tile=194,256,1664,128,96,64,32
tile=195,384,1664,128,96,64,32
tile=196,512,1664,128,96,64,32
tile=197,640,1664,128,96,64,32
tile=198,768,1664,128,96,64,32
tile=199,896,1664,128,96,64,32
tile=200,1024,1664,128,96,64,32
tile=201,1152,1664,128,96,64,32
tile=202,1280,1664,128,96,64,32
tile=203,1408,1664,128,96,64,32
tile=204,1536,1664,128,96,64,32
tile=205,1664,1664,128,96,64,32
tile=206,1792,1664,128,96,64,32
tile=207,1920,1664,128,96,64,32

tile=208,0,1792,128,96,64,32
tile=209,128,1792,128,96,64,32
tile=210,256,1792,128,96,64,32
tile=211,384,1792,128,96,64,32
tile=212,512,1792,128,96,64,32
tile=213,640,1792,128,96,64,32
tile=214,768,1792,128,96,64,32
tile=215,896,1792,128,96,64,32
tile=216,1024,1792,128,96,64,32
tile=217,1152,1792,128,96,64,32
tile=218,1280,1792,128,96,64,32
tile=219,1408,1792,128,96,64,32

tile=240,0,2304,128,256,64,224
tile=241,128,2304,128,256,64,224
