# dungeon and ruins interior tile set

img=tileset_dungeon.png

tile=16,0,1280,128,64,64,32
tile=17,128,1280,128,64,64,32
tile=18,256,1280,128,64,64,32
tile=19,384,1280,128,64,64,32
tile=20,0,1344,128,64,64,32
tile=21,128,1344,128,64,64,32
tile=22,256,1344,128,64,64,32
tile=23,384,1344,128,64,64,32
tile=24,0,1408,128,64,64,32
tile=25,128,1408,128,64,64,32
tile=26,256,1408,128,64,64,32
tile=27,384,1408,128,64,64,32
tile=28,0,1472,128,64,64,32
tile=29,128,1472,128,64,64,32
tile=30,256,1472,128,64,64,32
tile=31,384,1472,128,64,64,32

tile=32,0,1536,128,64,64,32
tile=33,128,1536,128,64,64,32
tile=34,256,1536,128,64,64,32
tile=35,384,1536,128,64,64,32

tile=36,512,1536,128,64,64,32
tile=37,640,1536,128,64,64,32
tile=38,768,1536,128,64,64,32
tile=39,896,1536,128,64,64,32
tile=40,1024,1536,128,64,64,32
tile=41,1152,1536,128,64,64,32
tile=42,1280,1536,128,64,64,32
tile=43,1408,1536,128,64,64,32
tile=44,1536,1536,128,64,64,32
tile=45,1664,1536,128,64,64,32
tile=46,1792,1536,128,64,64,32
tile=47,1920,1536,128,64,64,32

# pits and grates
tile=48,512,1152,128,256,64,32
tile=49,640,1152,64,256,64,32
tile=50,704,1152,64,256,0,32
tile=51,768,1152,128,64,64,32

# runes
tile=56,0,1600,128,64,64,32
tile=57,128,1600,128,64,64,32
tile=58,256,1600,128,64,64,32
tile=59,384,1600,128,64,64,32
tile=60,512,1600,128,64,64,32
tile=61,640,1600,128,64,64,32
tile=62,768,1600,128,64,64,32
tile=63,896,1600,128,64,64,32

# walls
tile=64,0,0,128,256,64,224
tile=65,128,0,128,256,64,224
tile=66,256,0,128,256,64,224
tile=67,384,0,128,256,64,224
tile=68,512,0,128,256,64,224
tile=69,640,0,128,256,64,224
tile=70,768,0,128,256,64,224
tile=71,896,0,128,256,64,224
tile=72,1024,0,128,256,64,224
tile=73,1152,0,128,256,64,224
tile=74,1280,0,128,256,64,224
tile=75,1408,0,128,256,64,224
tile=76,1536,0,128,256,64,224
tile=77,1664,0,128,256,64,224
tile=78,1792,0,128,256,64,224
tile=79,1920,0,128,256,64,224

tile=80,0,256,128,128,64,96
tile=81,128,256,128,128,64,96
tile=82,256,256,128,128,64,96
tile=83,384,256,128,128,64,96
